	id	cycle	setting1	setting2	setting3	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	av1	av2	av3	av4	av5	av6	av7	av8	av9	av10	av11	av12	av13	av14	av15	av16	av17	av18	av19	av20	av21	sd1	sd2	sd3	sd4	sd5	sd6	sd7	sd8	sd9	sd10	sd11	sd12	sd13	sd14	sd15	sd16	sd17	sd18	sd19	sd20	sd21	ttf	label_bnc	label_mcc
262	2	71	-0.0004	0.0002	100.0	518.67	642.39	1586.68	1403.09	14.62	21.61	555.01	2388.0	9053.44	1.3	47.24	522.02	2387.94	8131.12	8.3993	0.03	392	2388	100.0	38.92	23.316999999999997	518.67	642.3100000000002	1586.236	1398.9660000000001	14.62	21.60999999999999	554.5780000000003	2388.0260000000007	9051.209999999995	1.3	47.18999999999998	522.236	2387.977999999999	8135.6419999999935	8.402580000000004	0.03	392.2	2388.0	100.0	39.012	23.377120000000023	0.0	0.3677635109681336	5.77981228068888	2.867565169268388	0.0	5.960816896317432e-09	0.41172806559673214	0.050299105360367205	2.6190169911713013	0.0	0.14212670403551264	0.20695410119117708	0.024899799197023217	3.0869353734722598	0.015898333245972594	0.0	0.44721359550021134	0.0	0.0	0.06833739825306949	0.035204502552963486	216	0	0
549	3	71	0.0002	0.0001	100.0	518.67	642.9	1579.41	1401.19	14.62	21.61	554.59	2388.1	9063.98	1.3	47.43	522.0	2388.07	8139.03	8.3895	0.03	392	2388	100.0	38.89	23.3944	518.67	642.4860000000001	1584.036000000001	1401.3440000000005	14.62	21.61000000000001	554.36	2388.0560000000005	9062.028000000002	1.3	47.34200000000002	521.9040000000001	2388.0180000000005	8139.416000000003	8.413539999999996	0.03	392.0	2388.0	100.0	39.04	23.409759999999967	0.0	0.4490879646573587	3.3712875878507433	2.8985479123166282	0.0	0.0	0.5590617139456607	0.04615192303701486	3.9267441984333633	0.0	0.0887130204648232	0.17329166165696916	0.038987177378875734	1.3752745180500558	0.0195057171106354	0.0	3.03925246810483e-07	0.0	0.0	0.0886002257333541	0.0489564908873235	108	0	0
728	4	71	-0.0022	-0.0003	100.0	518.67	642.63	1585.71	1410.7	14.62	21.61	554.23	2388.11	9053.94	1.3	47.37	521.71	2388.12	8135.4	8.417	0.03	393	2388	100.0	38.8	23.3652	518.67	642.4880000000004	1588.943999999999	1405.6959999999985	14.62	21.61000000000001	553.816	2388.0879999999993	9055.096	1.3	47.40600000000001	521.78	2388.048	8135.7419999999975	8.426859999999994	0.03	391.8	2388.0	100.0	38.89000000000001	23.369659999999996	0.0	0.20486580973904667	2.5359771292337685	6.197332490677431	0.0	0.0	0.31141612032796034	0.019235384059214853	3.346779048583328	0.0	0.0779743547584366	0.12549900398052755	0.046043457732912615	2.317071427467686	0.01635689457079484	0.0	1.3038404810404942	0.0	0.0	0.07314369419161326	0.05723655300592405	118	0	0
917	5	71	0.0011	0.0004	100.0	518.67	642.35	1581.52	1401.7	14.62	21.6	554.13	2388.01	9068.96	1.3	47.26	521.97	2388.03	8155.12	8.3996	0.03	393	2388	100.0	39.21	23.3416	518.67	641.9560000000002	1583.2399999999975	1394.8600000000006	14.62	21.60600000000001	554.5640000000002	2388.018000000001	9070.760000000006	1.3	47.16800000000002	522.5459999999999	2387.994000000001	8150.2800000000025	8.400319999999999	0.03	391.6	2388.0	100.0	39.032000000000025	23.36576	0.0	0.2506591310924185	3.6633659385867943	4.9160909267425525	0.0	0.005477225575051221	0.5716467440649461	0.031144823005246562	2.0902152999058656	0.0	0.08871302046486622	0.3931030399270792	0.035071355833433335	3.767578798115614	0.025253851191450148	0.0	1.3416407864998858	0.0	0.0	0.12049896265112905	0.041872759641567406	198	0	0
71	1	72	-0.0017	0.0001	100.0	518.67	642.41	1579.25	1406.81	14.62	21.61	553.76	2388.07	9054.42	1.3	47.27	521.97	2388.09	8133.95	8.3951	0.03	391	2388	100.0	38.84	23.3085	518.67	642.3579999999997	1583.2880000000002	1403.6680000000006	14.62	21.61	554.104	2388.076000000001	9051.262	1.3	47.34999999999998	521.9120000000001	2388.094	8132.021999999992	8.419879999999996	0.03	391.6	2388.0	100.0	38.89	23.3679	0.0	0.13553597308521464	4.515802254306515	2.0889877931670418	0.0	0.0	0.328374785877447	0.03130495168617973	3.2458696831551195	0.0	0.06363961030679448	0.2075331298854267	0.018165902125854498	2.2403727368447273	0.014085701970437415	0.0	0.5477225575050987	0.0	0.0	0.08246211251236417	0.0580557921313689	120	0	0
263	2	72	-0.0007	-0.0001	100.0	518.67	642.48	1583.11	1393.85	14.62	21.61	554.54	2388.03	9057.61	1.3	47.19	522.4	2388.02	8136.69	8.4012	0.03	392	2388	100.0	39.12	23.4393	518.67	642.3720000000002	1585.332	1398.648	14.62	21.60999999999999	554.4880000000003	2388.012000000001	9052.937999999998	1.3	47.23599999999998	522.2	2387.981999999999	8135.217999999995	8.407600000000004	0.03	392.0	2388.0	100.0	39.032	23.38632000000002	0.0	0.3643761792427966	5.8601936828062025	3.3958386298529377	0.0	5.960816896317432e-09	0.34252007240465804	0.030331501777036	3.480283034469295	0.0	0.06580273550541317	0.1354621718407937	0.0303315017768308	2.6589415187236156	0.006814323150538146	0.0	4.086288571596768e-07	0.0	0.0	0.0840832920383053	0.04510761576498272	215	0	0
550	3	72	-0.0014	-0.0002	100.0	518.67	642.25	1590.21	1389.86	14.62	21.61	554.25	2388.06	9052.95	1.3	47.48	521.66	2388.03	8138.14	8.4042	0.03	392	2388	100.0	38.88	23.293000000000003	518.67	642.5360000000002	1585.1680000000008	1398.5420000000006	14.62	21.61000000000001	554.442	2388.048	9060.478000000003	1.3	47.38000000000002	521.8740000000001	2388.0180000000005	8139.190000000002	8.410579999999996	0.03	392.0	2388.0	100.0	39.008	23.374419999999965	0.0	0.39170141689822735	4.38489680608323	5.4738441702335345	0.0	0.0	0.4894588848922925	0.03962322551256018	5.707698310172299	0.0	0.1007472083979973	0.2039117456151525	0.038987177378875734	1.49306731261379	0.019592779282177675	0.0	3.03925246810483e-07	0.0	0.0	0.11388590782006625	0.057841308768046135	107	0	0
729	4	72	-0.0021	0.0002	100.0	518.67	642.69	1584.72	1408.21	14.62	21.61	553.62	2388.07	9052.99	1.3	47.27	521.5	2388.09	8140.48	8.4053	0.03	394	2388	100.0	38.89	23.3367	518.67	642.5840000000004	1587.413999999999	1408.1899999999982	14.62	21.61000000000001	553.8460000000001	2388.0859999999993	9055.348000000002	1.3	47.37400000000001	521.7539999999998	2388.0660000000003	8136.313999999998	8.417579999999992	0.03	392.0	2388.0	100.0	38.89400000000001	23.3525	0.0	0.14604793733595145	2.2430403473843747	2.7260685978186032	0.0	0.0	0.2748272184484988	0.020736441351309576	3.06559455897826	0.0	0.09633275663030627	0.16994116629031145	0.03974921382862739	3.112921457406531	0.011038659338890285	0.0	1.5811388300841502	0.0	0.0	0.0723187389270335	0.049814807035657466	117	0	0
918	5	72	0.0036	-0.0003	100.0	518.67	641.76	1580.74	1399.84	14.62	21.61	554.47	2388.04	9073.58	1.3	47.06	522.41	2388.03	8151.47	8.4018	0.03	391	2388	100.0	39.08	23.4505	518.67	641.9740000000003	1582.9859999999978	1395.4640000000006	14.62	21.60600000000001	554.3600000000001	2388.022000000001	9070.668000000009	1.3	47.15800000000002	522.514	2388.012000000001	8150.332000000002	8.398579999999999	0.03	391.6	2388.0	100.0	39.06600000000002	23.3941	0.0	0.22711230702011656	3.8110208606090503	5.3806718911303655	0.0	0.005477225575051221	0.25019992006367603	0.032710854468089044	1.9123075066420196	0.0	0.09909591313469818	0.3971523637093491	0.02049390153273912	3.7853758069723	0.02467006282926565	0.0	1.3416407864998858	0.0	0.0	0.09964938534682834	0.041635201452625684	197	0	0
72	1	73	-0.0012	-0.0002	100.0	518.67	642.29	1592.04	1397.93	14.62	21.61	553.88	2388.03	9049.64	1.3	47.29	522.04	2388.1	8129.85	8.404	0.03	391	2388	100.0	39.03	23.3975	518.67	642.3139999999997	1585.2840000000006	1402.3700000000006	14.62	21.61	554.072	2388.062000000001	9050.834	1.3	47.335999999999984	521.9760000000001	2388.1	8131.513999999991	8.415839999999998	0.03	391.4	2388.0	100.0	38.90599999999999	23.38392000000001	0.0	0.10644247272665792	5.846779455392554	3.2167763366452884	0.0	0.0	0.3436131545794255	0.03346640106241115	3.3011104192426304	0.0	0.06841052550594967	0.18119050747773735	0.01224744871617432	2.4170705409639086	0.015374752030520453	0.0	0.5477225575051117	0.0	0.0	0.10237187113656254	0.05129475606727275	119	0	0
264	2	73	-0.0004	-0.0001	100.0	518.67	641.73	1586.57	1400.98	14.62	21.61	554.41	2388.01	9057.35	1.3	47.15	522.95	2388.02	8142.06	8.3896	0.03	390	2388	100.0	38.94	23.4567	518.67	642.2180000000002	1587.2140000000006	1398.9899999999998	14.62	21.60999999999999	554.5560000000003	2388.020000000001	9053.485999999997	1.3	47.23399999999999	522.35	2387.985999999999	8136.079999999994	8.402700000000005	0.03	391.6	2388.0	100.0	39.026	23.39614000000002	0.0	0.4495219683170616	3.688120117350101	3.5564518835493235	0.0	5.960816896317432e-09	0.2634008352303736	0.020000000001202518	3.9880483948924903	0.0	0.06877499545616429	0.3617319449536	0.03435112807499463	4.030093051034397	0.009319871243745595	0.0	0.8944271909999519	0.0	0.0	0.0904433524367537	0.05512969254404623	214	0	0
551	3	73	0.0009	0.0002	100.0	518.67	642.42	1585.01	1400.06	14.62	21.6	554.31	2388.07	9062.66	1.3	47.23	523.18	2388.04	8139.97	8.406	0.03	392	2388	100.0	38.89	23.4922	518.67	642.432	1584.7160000000006	1398.480000000001	14.62	21.60800000000001	554.418	2388.054	9061.698000000004	1.3	47.36400000000002	522.0820000000001	2388.028	8138.850000000002	8.411679999999995	0.03	392.0	2388.0	100.0	38.97000000000001	23.39835999999997	0.0	0.32010935631449056	4.227715695265948	5.449665127326616	0.0	0.004472135954998889	0.4931227027829577	0.04037325847659786	5.2981053217097696	0.0	0.11928956366753456	0.6294600861054682	0.036331804248838535	0.8362116956806266	0.019031736652237626	0.0	3.03925246810483e-07	0.0	0.0	0.11554220008291526	0.07807895363028791	106	0	0
730	4	73	0.0001	0.0001	100.0	518.67	642.35	1588.43	1409.32	14.62	21.61	554.1	2388.15	9058.6	1.3	47.4	521.85	2388.08	8137.42	8.4666	0.03	394	2388	100.0	39.17	23.2982	518.67	642.5660000000004	1587.5339999999992	1408.367999999998	14.62	21.61000000000001	553.86	2388.097999999999	9056.18	1.3	47.348000000000006	521.7399999999999	2388.078	8137.421999999998	8.424299999999992	0.03	392.8	2388.0	100.0	38.95800000000001	23.330879999999997	0.0	0.17155174146617966	2.2864885742103445	2.774287295867743	0.0	0.0	0.2880104164785568	0.03563705936018157	3.3121518685050493	0.0	0.05019960159197756	0.15508062419309665	0.03033150177592374	1.8831940951409245	0.02463128092487438	0.0	1.303840481040434	0.0	0.0	0.13663820841916935	0.04371209214850626	116	0	0
919	5	73	-0.0012	-0.0002	100.0	518.67	642.28	1586.66	1396.49	14.62	21.61	554.24	2388.01	9067.91	1.3	47.45	522.42	2387.95	8153.71	8.4145	0.03	390	2388	100.0	38.97	23.5003	518.67	642.0300000000002	1584.3299999999977	1395.6440000000007	14.62	21.60800000000001	554.3960000000002	2388.014000000001	9070.330000000004	1.3	47.19400000000001	522.414	2388.004000000001	8151.706000000003	8.39648	0.03	391.0	2388.0	100.0	39.04800000000002	23.4152	0.0	0.2662705391138618	3.6497945147638378	5.400956396787559	0.0	0.004472135954998889	0.20513410247905492	0.028809720582126518	2.265082779935677	0.0	0.1624192106864201	0.32592944021668474	0.034351128074985235	3.4312432149342915	0.02218010369678014	0.0	1.2247448713915745	0.0	0.0	0.10871982339941152	0.06321760039736382	196	0	0
73	1	74	0.0027	0.0001	100.0	518.67	642.96	1584.65	1401.48	14.62	21.61	554.03	2388.07	9045.85	1.3	47.58	522.25	2387.97	8132.67	8.4135	0.03	392	2388	100.0	38.8	23.381999999999998	518.67	642.4179999999998	1584.0740000000005	1402.4180000000006	14.62	21.61	553.9480000000002	2388.062000000001	9049.886	1.3	47.36999999999998	521.9820000000002	2388.074	8132.221999999992	8.412699999999997	0.03	391.4	2388.0	100.0	38.866	23.38548000000001	0.0	0.3133209217402316	5.0121781692194345	3.1974317819151468	0.0	0.0	0.12557866060715644	0.03346640106241115	3.9961393869640895	0.0	0.12942179105545354	0.1914941252363553	0.0594138031103661	2.031962105945251	0.013446374976178595	0.0	0.5477225575051117	0.0	0.0	0.09528903399658924	0.05104323657450642	118	0	0
265	2	74	-0.0013	0.0001	100.0	518.67	642.39	1584.04	1396.13	14.62	21.6	555.36	2388.01	9060.56	1.3	47.25	521.97	2388.03	8138.8	8.3932	0.03	391	2388	100.0	39.07	23.4015	518.67	642.15	1586.7279999999998	1398.2699999999998	14.62	21.608	554.7580000000003	2388.020000000001	9055.747999999996	1.3	47.218	522.302	2387.997999999999	8136.545999999995	8.399020000000004	0.03	391.4	2388.0	100.0	39.022	23.40078000000002	0.0	0.3716853508004752	3.9607032203893344	3.72939003055478	0.0	0.004472135955000875	0.411545866216552	0.020000000001202518	4.187262829099184	0.0	0.046583258795370536	0.3989611509907786	0.03768288736265447	4.216844792021266	0.008525960356465773	0.0	0.8944271909999282	0.0	0.0	0.08729261137117297	0.05422164696872379	213	0	0
552	3	74	0.0023	-0.0001	100.0	518.67	642.75	1589.64	1405.76	14.62	21.61	554.4	2388.03	9060.23	1.3	47.14	521.78	2388.04	8142.13	8.4211	0.03	392	2388	100.0	38.93	23.3845	518.67	642.5720000000001	1586.2580000000007	1398.7920000000006	14.62	21.60800000000001	554.2700000000002	2388.05	9061.392000000003	1.3	47.34400000000002	522.1000000000001	2388.03	8139.436000000002	8.407819999999996	0.03	392.0	2388.0	100.0	38.94200000000001	23.403359999999967	0.0	0.25839891640652024	4.3614642036822415	5.8861846726040765	0.0	0.004472135954998889	0.29248931604371364	0.04183300132691304	5.337665219918957	0.0	0.14976648490230396	0.6166036003786618	0.03674234614143165	1.7114263057455492	0.012631587390352876	0.0	3.03925246810483e-07	0.0	0.0	0.10134100848126767	0.07573356587406085	105	0	0
731	4	74	0.0044	0.0001	100.0	518.67	642.6	1588.1	1407.74	14.62	21.61	553.31	2388.11	9056.63	1.3	47.31	521.67	2388.06	8139.0	8.431000000000001	0.03	394	2388	100.0	38.74	23.3864	518.67	642.5380000000002	1587.465999999999	1407.9299999999978	14.62	21.61000000000001	553.7719999999999	2388.1079999999993	9055.364	1.3	47.34400000000002	521.7259999999999	2388.078	8137.775999999997	8.428619999999992	0.03	393.4	2388.0	100.0	38.912000000000006	23.332399999999996	0.0	0.145499140891155	2.25768244002435	2.6354316534510485	0.0	0.0	0.3819293128317364	0.02863564212254595	2.2490953737090518	0.0	0.05272570530579132	0.1582087228951863	0.03033150177592374	2.000769851824693	0.023218354808213486	0.0	0.8944271909997097	0.0	0.0	0.16694310408039498	0.04587368526725873	115	0	0
920	5	74	-0.005	-0.0002	100.0	518.67	642.05	1576.18	1403.57	14.62	21.61	553.43	2388.01	9074.26	1.3	47.22	523.04	2387.98	8149.65	8.3815	0.03	393	2388	100.0	39.0	23.4514	518.67	642.0600000000002	1581.6799999999978	1398.2940000000006	14.62	21.60800000000001	554.1560000000002	2388.0080000000007	9071.266000000009	1.3	47.21800000000001	522.4440000000002	2387.996000000001	8151.214000000003	8.391119999999999	0.03	391.4	2388.0	100.0	39.062000000000026	23.42268	0.0	0.2562225595063389	3.827009276183489	5.386216668497441	0.0	0.004472135954998889	0.43552267449553655	0.024899799196313237	2.7849739675547664	0.0	0.1536879956275037	0.38266173051397095	0.03435112807485285	3.533670895828481	0.02184529697669369	0.0	1.5165750888103209	0.0	0.0	0.09311283477588007	0.06522098588645213	195	0	0
74	1	75	0.0009	-0.0004	100.0	518.67	641.96	1582.32	1394.82	14.62	21.61	553.6	2388.07	9042.32	1.3	47.22	521.77	2388.11	8130.13	8.4621	0.03	392	2388	100.0	38.89	23.3521	518.67	642.3659999999998	1583.7340000000006	1400.8260000000007	14.62	21.61	553.866	2388.054000000001	9047.664	1.3	47.33199999999998	521.9500000000002	2388.072	8132.17599999999	8.419539999999996	0.03	391.4	2388.0	100.0	38.87199999999999	23.36564000000001	0.0	0.3707155243581756	5.074034883601002	4.631968264140157	0.0	0.0	0.19152023391743106	0.021908902301751236	4.579151668167297	0.0	0.14202112518917814	0.2143595111023393	0.05761944116390282	2.0865234242626887	0.025974083236949386	0.0	0.5477225575051117	0.0	0.0	0.09576011695900767	0.036178280777294784	117	0	0
266	2	75	0.0025	0.0004	100.0	518.67	641.64	1578.27	1390.64	14.62	21.6	555.45	2387.95	9053.52	1.3	47.09	522.54	2388.07	8133.37	8.3944	0.03	392	2388	100.0	38.99	23.421	518.67	642.126	1583.734	1396.9379999999994	14.62	21.606	554.9540000000003	2388.000000000001	9056.495999999996	1.3	47.18399999999999	522.376	2388.015999999999	8136.407999999997	8.395540000000004	0.03	391.4	2388.0	100.0	39.008	23.407100000000018	0.0	0.4054996917380903	3.4300189503851986	5.099957842963132	0.0	0.005477225575051221	0.4693932253450345	0.03000000000082442	3.0282882953809636	0.0	0.0661815684310858	0.402653697362786	0.0472228758117052	4.328356501028692	0.004696594510926434	0.0	0.8944271909999282	0.0	0.0	0.08526429498915833	0.054404917057199166	212	0	0
553	3	75	-0.0007	-0.0002	100.0	518.67	642.25	1592.23	1406.98	14.62	21.61	553.73	2388.05	9059.09	1.3	47.25	522.24	2387.99	8144.98	8.4043	0.03	392	2388	100.0	39.1	23.41	518.67	642.5140000000001	1587.3000000000006	1400.770000000001	14.62	21.60800000000001	554.2560000000002	2388.062	9059.782000000003	1.3	47.30600000000002	522.1720000000001	2388.034	8140.850000000002	8.405019999999995	0.03	392.0	2388.0	100.0	38.938	23.394819999999967	0.0	0.2970353514315505	5.141614532421113	6.767067311620004	0.0	0.004472135954998889	0.32090497035676985	0.025884358211123133	4.2796576965859146	0.0	0.14328293687663746	0.6054089526922813	0.02880972058139714	2.7443669579718724	0.01119808019261004	0.0	3.03925246810483e-07	0.0	0.0	0.09257429448826886	0.07104098816880733	104	0	0
732	4	75	-0.0003	-0.0003	100.0	518.67	642.42	1593.17	1400.47	14.62	21.61	554.13	2388.08	9057.3	1.3	47.43	521.95	2388.14	8138.83	8.4095	0.03	393	2388	100.0	38.85	23.3053	518.67	642.5380000000002	1588.0259999999992	1407.287999999998	14.62	21.61000000000001	553.878	2388.1039999999994	9055.891999999998	1.3	47.356000000000016	521.7359999999999	2388.0979999999995	8138.225999999998	8.425879999999992	0.03	393.6	2388.0	100.0	38.89000000000001	23.338359999999994	0.0	0.145499140891155	3.2757792965942416	3.9783878644508284	0.0	0.0	0.3955628900695469	0.031304951681813936	2.3501212734753865	0.0	0.06542170893513358	0.17285832349103136	0.03193743884467995	1.915745285774368	0.024774119560543158	0.0	0.5477225575047906	0.0	0.0	0.1662828914831479	0.03787074068459216	114	0	0
921	5	75	0.0011	-0.0004	100.0	518.67	642.34	1576.87	1395.05	14.62	21.61	554.16	2388.03	9072.57	1.3	47.08	522.12	2387.97	8150.97	8.4485	0.03	390	2388	100.0	38.8	23.3528	518.67	642.1560000000002	1580.393999999998	1399.3300000000006	14.62	21.60800000000001	554.086	2388.020000000001	9071.456000000006	1.3	47.21400000000001	522.3919999999999	2387.992000000001	8152.184000000002	8.409180000000001	0.03	391.4	2388.0	100.0	39.01200000000002	23.419320000000003	0.0	0.2524480144504411	4.207930607791903	3.5439596498830173	0.0	0.004472135954998889	0.3901666310689488	0.014142135624333068	2.8468807491633106	0.0	0.15773395322504233	0.41020726468451824	0.036331804249359535	2.1996317873771822	0.024933852490134877	0.0	1.5165750888103209	0.0	0.0	0.15056560032091335	0.06896446186262017	194	0	0
75	1	76	-0.0015	0.0002	100.0	518.67	642.21	1589.21	1398.94	14.62	21.61	553.66	2388.02	9056.55	1.3	47.44	521.58	2388.03	8136.44	8.3996	0.03	390	2388	100.0	39.02	23.4428	518.67	642.3659999999998	1585.494	1399.9960000000005	14.62	21.61	553.786	2388.052000000001	9049.756	1.3	47.35999999999998	521.9220000000001	2388.0600000000004	8132.607999999991	8.414859999999996	0.03	391.2	2388.0	100.0	38.916	23.37658000000001	0.0	0.3707155243581756	5.158316585864079	4.494644591066326	0.0	0.0	0.17285832348978333	0.02489979919739989	5.883785346190256	0.0	0.1478174549909483	0.2568462575160949	0.05916079783118545	2.749367199920372	0.02727055188293762	0.0	0.8366600265340518	0.0	0.0	0.10454664030948264	0.05021520686008228	116	0	0
267	2	76	-0.0037	0.0001	100.0	518.67	642.01	1586.91	1399.66	14.62	21.61	554.05	2388.05	9052.13	1.3	46.99	522.08	2388.07	8136.29	8.3629	0.03	392	2388	100.0	38.88	23.4591	518.67	642.0500000000002	1583.78	1396.2519999999995	14.62	21.606	554.7620000000003	2388.010000000001	9056.233999999997	1.3	47.13399999999999	522.388	2388.041999999999	8137.4419999999955	8.388260000000006	0.03	391.4	2388.0	100.0	39.0	23.435520000000015	0.0	0.3783516882474893	3.480574665195623	4.220411117415198	0.0	0.005477225575051221	0.6146299699819167	0.03741657386841865	3.393439258326131	0.0	0.09939818911832178	0.3900897332664874	0.025884358208096973	3.2266034773425303	0.01478573636989859	0.0	0.8944271909999282	0.0	0.0	0.09669539802905754	0.02442891729078381	211	0	0
554	3	76	-0.0032	-0.0001	100.0	518.67	642.52	1589.35	1405.34	14.62	21.61	553.91	2388.0	9062.69	1.3	47.35	522.25	2388.06	8140.33	8.3813	0.03	392	2388	100.0	38.95	23.4065	518.67	642.4380000000001	1589.2880000000007	1401.6000000000006	14.62	21.60800000000001	554.1200000000001	2388.042	9059.524000000003	1.3	47.29000000000002	522.2220000000002	2388.032	8141.110000000002	8.403379999999995	0.03	392.0	2388.0	100.0	38.95000000000001	23.397239999999968	0.0	0.20921281031540334	2.642653969026008	7.078785206516336	0.0	0.004472135954998889	0.28618176042410776	0.027748873851419976	3.992565591189541	0.0	0.1298075498574547	0.5979297617613569	0.025884358210563854	2.585836421742416	0.01422944131018965	0.0	3.03925246810483e-07	0.0	0.0	0.08860022573335055	0.0712289477670466	103	0	0
733	4	76	0.0055	0.0	100.0	518.67	641.86	1588.78	1405.44	14.62	21.61	553.56	2388.04	9061.17	1.3	47.42	521.95	2388.1	8140.73	8.4142	0.03	392	2388	100.0	38.82	23.2617	518.67	642.3840000000002	1588.6399999999992	1406.2359999999978	14.62	21.61000000000001	553.744	2388.0899999999992	9057.337999999998	1.3	47.36600000000002	521.7839999999999	2388.094	8139.291999999998	8.425319999999992	0.03	393.4	2388.0	100.0	38.89400000000001	23.317659999999997	0.0	0.32300154798387243	3.010091360739143	3.519592305936309	0.0	0.0	0.35823176855230354	0.041833001325552406	2.9868327706870006	0.0	0.07162401831783496	0.1956527536226432	0.029664793947765482	1.349284995824511	0.025055079325360143	0.0	0.8944271909997097	0.0	0.0	0.16379865689313947	0.046772566745895305	113	0	0
922	5	76	0.0014	0.0005	100.0	518.67	642.29	1585.43	1402.8	14.62	21.61	554.33	2388.05	9061.47	1.3	47.46	522.81	2387.94	8154.44	8.3913	0.03	392	2388	100.0	38.86	23.4149	518.67	642.1440000000001	1581.1759999999977	1399.5500000000006	14.62	21.61000000000001	554.126	2388.0280000000007	9069.958000000006	1.3	47.25400000000002	522.5600000000002	2387.974000000001	8152.0480000000025	8.407520000000002	0.03	391.2	2388.0	100.0	38.94200000000002	23.43398	0.0	0.2421363252384209	4.792246863423664	3.7556823614356336	0.0	0.0	0.4057462261065806	0.017888543820646183	5.354649381609125	0.0	0.19359752064527952	0.3635244145857727	0.035071355833433335	1.983083457658216	0.025985226572031686	0.0	1.3038404810405282	0.0	0.0	0.11189280584555934	0.054609861746765416	193	0	0
76	1	77	0.0022	0.0004	100.0	518.67	642.55	1586.3	1400.97	14.62	21.61	554.61	2388.06	9046.44	1.3	47.41	521.6	2388.08	8135.25	8.453	0.03	393	2388	100.0	38.99	23.275	518.67	642.3939999999999	1586.904	1398.8280000000002	14.62	21.61	553.9559999999999	2388.050000000001	9048.16	1.3	47.387999999999984	521.8480000000002	2388.058	8132.867999999991	8.426439999999996	0.03	391.6	2388.0	100.0	38.946	23.36988000000001	0.0	0.3800394716343896	3.812955546554484	2.669469984847634	0.0	0.0	0.4041410644811149	0.02345207880060586	5.361496992451818	0.0	0.13953494186046095	0.29063723092544	0.05805170109494595	2.9613037669241398	0.029019183310354264	0.0	1.1401754250991056	0.0	0.0	0.09864076236525454	0.0623406528679383	115	0	0
268	2	77	0.0003	0.0	100.0	518.67	641.97	1588.54	1395.38	14.62	21.61	554.06	2388.02	9052.12	1.3	46.95	522.36	2388.02	8138.64	8.4399	0.03	392	2388	100.0	39.01	23.4969	518.67	641.9480000000002	1584.8659999999998	1396.5579999999998	14.62	21.606	554.6660000000003	2388.0080000000007	9055.135999999997	1.3	47.08599999999999	522.38	2388.041999999999	8137.831999999995	8.396000000000006	0.03	391.4	2388.0	100.0	38.978	23.447040000000023	0.0	0.29243802762255466	4.023969433283701	4.054937730718127	0.0	0.005477225575051221	0.6907459735677467	0.03633180424985577	3.7103005269072318	0.0	0.12116104984690775	0.3901922603024245	0.025884358208096973	3.2308311624100083	0.027722644174033167	0.0	0.8944271909999282	0.0	0.0	0.07190271204897121	0.03700254045332063	210	0	0
555	3	77	-0.0001	0.0001	100.0	518.67	642.98	1584.13	1405.99	14.62	21.61	554.08	2388.02	9069.75	1.3	47.16	522.52	2388.06	8143.62	8.4375	0.03	393	2388	100.0	38.78	23.4131	518.67	642.5840000000002	1588.0720000000006	1404.8260000000007	14.62	21.60800000000001	554.086	2388.034	9062.884000000004	1.3	47.22600000000003	522.3940000000001	2388.038	8142.206000000004	8.410039999999995	0.03	392.2	2388.0	100.0	38.930000000000014	23.421259999999968	0.0	0.28588459209982825	3.40206113995708	2.7315709765606764	0.0	0.004472135954998889	0.27682124195838675	0.02701851217280657	4.143305443715858	0.0	0.08324662155307272	0.5135951713169447	0.02863564212617199	2.1342047699363533	0.020926251456009157	0.0	0.4472135955000326	0.0	0.0	0.11554220008291655	0.041215931385822364	102	0	0
734	4	77	0.002	0.0004	100.0	518.67	642.77	1588.91	1398.16	14.62	21.61	553.43	2388.03	9062.96	1.3	47.32	521.22	2388.07	8137.46	8.423	0.03	394	2388	100.0	38.95	23.2448	518.67	642.4000000000002	1589.4779999999992	1404.2259999999985	14.62	21.61000000000001	553.706	2388.0819999999994	9059.332	1.3	47.37600000000002	521.7279999999998	2388.0899999999992	8138.687999999997	8.428859999999991	0.03	393.4	2388.0	100.0	38.90600000000001	23.29927999999999	0.0	0.3432928778754017	2.087934385941697	4.761163723292805	0.0	0.0	0.3838359024376163	0.049699094558741684	2.6695636347643164	0.0	0.056833088953477814	0.3061372241334389	0.031622776601166094	1.3604300790418908	0.022654756674926	0.0	0.8944271909997097	0.0	0.0	0.16562004709574618	0.05478966143351173	112	0	0
923	5	77	-0.0016	-0.0001	100.0	518.67	642.99	1582.03	1400.14	14.62	21.61	554.69	2388.02	9069.5	1.3	47.43	522.21	2387.99	8144.93	8.3842	0.03	391	2388	100.0	38.95	23.4504	518.67	642.3900000000001	1581.433999999998	1399.6100000000006	14.62	21.61000000000001	554.1700000000002	2388.024000000001	9069.142000000003	1.3	47.32800000000002	522.5200000000002	2387.966000000001	8150.7400000000025	8.404	0.03	391.2	2388.0	100.0	38.91600000000003	23.433959999999995	0.0	0.3536240942016958	4.797627538689778	3.7638610495073737	0.0	0.0	0.4605974381168266	0.016733200531335514	4.961115801911019	0.0	0.17020575783444855	0.3938908478245317	0.020736441352810858	3.7917014650437832	0.028062786746861985	0.0	1.3038404810405282	0.0	0.0	0.08324662155301248	0.05460231680067069	192	0	0
